id,App Name,Size (MB),price,Review Count,user_rating,Category,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
300704847,Speedtest by Ookla,23M,$0.00 ,65016,3.5,Utilities,38,4,17,1
301387274,Pocket God,145M,$0.99 ,187529,4,Entertainment,43,5,1,1
301521403,Nike+ Training Club - Workouts & Fitness Plans,140M,$0.00 ,33969,3.5,Health & Fitness,37,0,17,1
301724680,Citi Mobile®,281M,$0.00 ,48822,3.5,Finance,37,0,1,1
302049354,Phase 10 Pro - Play Your Friends!,66M,$1.99 ,59155,4.5,Games,40,5,1,1
302584613,"Kindle – Read eBooks, Magazines & Textbooks",169M,$0.00 ,252076,3.5,Book,37,5,9,1
303058767,MASH,41M,$1.99 ,4913,4,Games,37,3,15,1
303191318,同花顺-炒股、股票,122M,$0.00 ,1744,3.5,Finance,37,0,1,1
303337299,Wedding Dash Deluxe,55M,$0.99 ,16567,4.5,Games,43,4,1,1
303849934,Beer Pong Game,188M,$0.00 ,187315,2,Games,37,5,9,1
304731501,Tempo - Metronome with Setlists,22M,$2.99 ,4781,4.5,Music,37,5,10,1
304770340,Skat,66M,$3.99 ,94,4.5,Games,37,0,1,1
304871603,Color Splash,28M,$0.99 ,29554,4,Photo & Video,37,0,3,1
304871622,Zombieville USA,27M,$0.99 ,32988,4,Games,47,5,1,1
304878510,Skype for iPhone,133M,$0.00 ,373519,3.5,Social Networking,37,0,32,1
305343404,Tumblr,151M,$0.00 ,334293,4,Social Networking,37,5,16,1
305557780,iSwap Faces,27M,$1.99 ,2302,3.5,Photo & Video,37,5,1,1
305939712,Match™ - #1 Dating App.,101M,$0.00 ,60659,3,Social Networking,37,5,10,1
306169895,Tozzle - Toddler's favorite puzzle,168M,$2.99 ,2562,4,Games,37,5,4,1
306257910,HomeBudget with Sync,17M,$4.99 ,3042,3.5,Finance,37,5,11,1
306375551,Wind Meter,5M,$0.99 ,338,2.5,Weather,43,0,1,1
306468004,Map My Run+ - GPS Running & Workout Tracker,237M,$2.99 ,16434,4.5,Health & Fitness,37,0,9,1
306561234,Map My Ride+ - GPS Cycling & Route Tracker,233M,$2.99 ,10046,4.5,Health & Fitness,37,0,9,1
306621789,"HuffPost - News, Politics & Entertainment",110M,$0.00 ,29107,3,News,37,5,10,1
306628397,Phrase Party!,47M,$1.99 ,878,4,Games,38,5,1,1
306937053,Minesweeper Classic,22M,$0.99 ,1140,3.5,Games,37,4,1,1
307132353,Sally's Spa,431M,$2.99 ,35074,4.5,Games,43,0,6,1
307184892,"CBS Sports App - Sports Scores, News, Stats, Watch",120M,$0.00 ,59639,3,Sports,37,4,1,1
307219387,Brain Wave ™ - 32 Advanced Binaural Brainwave Entrainment Programs with iTunes Music and Relaxing Ambience,90M,$4.99 ,2913,4,Health & Fitness,43,5,1,1
307354030,iSwap Faces LITE,30M,$0.00 ,39722,3,Photo & Video,37,5,1,1
307386350,DIRECTV,151M,$0.00 ,81006,3.5,Entertainment,37,0,1,1
307569751,NYTimes Crossword - Daily Word Puzzle Game,46M,$0.00 ,53465,3.5,Games,37,5,1,1
307727765,Doodle Jump,48M,$0.99 ,395261,4.5,Games,37,0,1,1
307741537,LEDit – The LED Banner App,17M,$1.99 ,2021,4.5,Utilities,37,4,12,1
307764057,niconico,25M,$0.00 ,182,3,Entertainment,37,5,3,1
307906541,Fandango Movies - Times + Tickets,81M,$0.00 ,291787,4,Entertainment,37,4,1,1
308111628,iCab Mobile (Web Browser),19M,$1.99 ,2441,4,Utilities,38,4,12,1
308339980,iRagdoll - Ragdoll Physics,118M,$0.99 ,1372,4,Games,37,2,1,1
308368164,Proloquo2Go - Symbol-based AAC,723M,$249.99 ,773,4,Education,37,5,3,1
308750436,Dictionary.com Dictionary & Thesaurus,111M,$0.00 ,200047,4,Reference,37,0,1,1
308834491,20 Minutes.fr - l'actualité en continu,109M,$0.00 ,112,3.5,News,37,5,17,1
309025938,The Masters Tournament,120M,$0.00 ,148160,4.5,Sports,37,5,1,1
309172177,myAT&T,68M,$0.00 ,108507,3,Utilities,37,5,2,1
309187846,SFR TV,122M,$0.00 ,46,3,Entertainment,37,5,1,1
309465525,"Shutterfly: Prints, Photo Books, Cards Made Easy",122M,$0.00 ,51427,4,Photo & Video,37,5,1,1
309527804,StickWars,17M,$0.99 ,53821,3.5,Games,43,1,1,0
309735670,Indeed Job Search,3M,$0.00 ,38681,4,Business,37,3,28,1
310303959,World Cup Table Tennis™,31M,$0.99 ,17776,4,Games,37,0,11,1
310633997,WhatsApp Messenger,135M,$0.00 ,287589,4.5,Social Networking,12,0,35,1
310636441,"iStudiez Pro – Homework, Schedule, Grades",55M,$2.99 ,7308,4,Productivity,37,5,30,1
310738695,Zillow Real Estate - Homes for Sale & for Rent,132M,$0.00 ,342969,4.5,Lifestyle,37,5,1,1
310951782,2XL Supercross,270M,$4.99 ,6093,4,Games,37,5,7,1
311466554,Pocket Tanks Deluxe,39M,$4.99 ,5452,4.5,Games,38,5,1,1
311548709,Wells Fargo Mobile,57M,$0.00 ,43064,3,Finance,37,0,2,1
311762416,radio.de - Der Radioplayer,40M,$0.00 ,64,4.5,Music,37,5,14,1
311785642,AutoScout24 - mobile used & new car market,141M,$0.00 ,220,4.5,Productivity,37,5,13,1
311972587,Sky Burger - Build & Match Food Free,146M,$0.00 ,114096,4.5,Games,37,5,3,1
312220102,MindNode – Delightful Mind Mapping,52M,$9.99 ,1296,4,Productivity,37,4,13,1
312266675,Packing Pro,16M,$2.99 ,1293,4,Travel,37,5,11,1
312325565,USAA Mobile,164M,$0.00 ,19946,4,Finance,37,5,1,1
312343159,The Moron Test,45M,$0.00 ,88613,4,Entertainment,37,5,1,1
313199385,Sunday Lawn,16M,$0.99 ,107727,3.5,Games,37,3,1,1
314303518,Peggle Classic,223M,$0.99 ,21416,4.5,Games,43,0,5,1
314506629,SmartGo Player,22M,$2.99 ,533,4,Games,37,3,9,1
314652382,I Am T-Pain 2.0,20M,$2.99 ,32650,3.5,Music,43,1,1,1
314716233,TextNow - Unlimited Text + Calls,130M,$0.00 ,164963,3.5,Social Networking,37,5,3,1
314819528,Boating Weather,8M,$1.99 ,141,3,Weather,40,0,1,1
314855255,Best Buy,180M,$0.00 ,80424,4,Shopping,37,5,2,1
314864297,I Dig It,19M,$0.99 ,17190,4,Games,40,0,1,1
315021242,Unblock Me,42M,$0.99 ,7973,4,Games,40,5,15,1
316025912,Sonic The Hedgehog,36M,$2.99 ,19621,4,Games,37,5,1,1
316227296,10 Pin Shuffle Pro Bowling,36M,$3.99 ,7315,4,Games,37,5,6,1
316391924,Sky News,91M,$0.00 ,118,3,News,37,5,1,1
317469184,"ESPN: Get scores, news, alerts & watch live sports",51M,$0.00 ,290996,3.5,Sports,37,5,2,1
317809458,LiveATC Air Radio,8M,$3.99 ,2785,4,Travel,37,5,26,1
317904170,The Sims 3,430M,$6.99 ,54408,3.5,Games,37,5,8,1
318304532,"Chess Pro with Coach - Learn,Play & Online Friends",69M,$9.99 ,8138,4,Games,37,5,13,1
318592730,Guess My Age  Math Magic,0M,$0.00 ,123190,3,Education,47,0,1,1
318639200,Crush the Castle,12M,$0.99 ,23810,3.5,Games,45,0,1,1
319204550,2016 U.S. Open Golf Championship,139M,$0.00 ,54192,4,Sports,37,0,1,1
319284643,"The Championships, Wimbledon 2016 - Tennis Grand Slam",130M,$0.00 ,20953,4,Sports,37,5,1,1
319295332,TuneIn Radio Pro - MLB Audiobooks Podcasts Music,101M,$9.99 ,71609,4.5,Music,37,4,14,1
319740707,NBC News,52M,$0.00 ,32881,3.5,News,37,5,1,1
319881193,"Grindr - Gay and same sex guys chat, meet and date",80M,$0.00 ,23201,2.5,Social Networking,37,5,5,1
320029256,Whole Foods Market,137M,$0.00 ,17906,3,Shopping,37,5,1,1
320279293,NAVIGON Europe,144M,$74.99 ,927,3.5,Navigation,37,2,21,1
320300350,Virtual Families,27M,$1.99 ,18920,3.5,Games,47,0,1,1
320596872,Sparkasse+,119M,$0.99 ,30,3,Finance,37,0,3,1
320599923,Sparkasse - Your mobile branch,119M,$0.00 ,77,3,Finance,37,0,3,1
320606217,Sleep Cycle alarm clock,79M,$0.00 ,104539,4.5,Health & Fitness,37,5,13,1
320636131,FACEinHOLE®,12M,$0.99 ,4016,4,Photo & Video,37,5,1,1
320650307,Harvest - Select the Best Produce,18M,$1.99 ,299,4,Food & Drink,38,0,1,1
321369231,WORMS,253M,$1.99 ,5758,4,Games,40,0,1,1
321756558,Pixel Starships™ : 8Bit MMORPG,69M,$0.00 ,5565,4.5,Games,37,5,17,1
322423174,Traffic Rush,8M,$0.99 ,213092,3.5,Games,37,3,1,1
322439990,MyRadar NOAA Weather Radar Forecast,127M,$0.00 ,150158,4.5,Weather,37,2,8,1
322523436,Resident Evil 4: PLATINUM,81M,$4.99 ,6046,4,Games,47,0,1,1
323229106,"Waze - GPS Navigation, Maps & Real-time Traffic",94M,$0.00 ,345046,4.5,Navigation,37,5,36,1
323242790,Cartoon Wars,13M,$0.99 ,35930,3.5,Games,43,0,1,1
323438913,Moto X Mayhem,21M,$0.99 ,22557,4,Games,47,0,1,1
324266640,Fantasy Football Manager - FFM for FPL,35M,$0.99 ,292,3,Sports,37,1,1,1
324684580,Spotify Music,132M,$0.00 ,878563,4.5,Music,37,5,18,1
324887734,McDo France,37M,$0.00 ,22,3.5,Food & Drink,37,0,30,1
325462190,PGA Championship 2016 – Baltusrol Golf Club,64M,$0.00 ,10472,3.5,Sports,37,5,1,0
325658560,BFMTV : l'info en continu,100M,$0.00 ,115,4,News,37,4,1,0
325683306,"MyRadar Pro NOAA Weather Radar, Forecasts & Storms",123M,$1.99 ,13915,4.5,Weather,37,2,8,1
325954996,Spider:  The Secret of Bryce Manor,126M,$1.99 ,6780,4,Games,38,0,5,1
325962257,My Measures PRO,79M,$7.99 ,1701,4,Productivity,37,5,21,1
326082487,Food Additives Checker (E Numbers),6M,$1.99 ,6,3.5,Health & Fitness,37,0,8,1
326161564,SFR Mon Compte,74M,$0.00 ,19,3,Utilities,37,5,1,1
326574411,Baby Connect (Activity Log),12M,$4.99 ,3483,4.5,Medical,37,0,14,1
326876192,Epson iPrint,53M,$0.00 ,2838,3,Photo & Video,37,5,12,1
326885152,Mad Libs,118M,$0.00 ,117889,3,Entertainment,38,1,1,1
326979430,BATTLE BEARS: Zombies!,103M,$0.99 ,50710,3.5,Games,45,0,1,1
327193945,Hurricane Tracker,24M,$2.99 ,3960,4.5,Weather,37,0,1,1
327243363,NFL Sunday Ticket,96M,$0.00 ,24258,3,Entertainment,37,0,1,1
327455869,2016 US Open Tennis Championships,77M,$0.00 ,37522,4,Sports,37,4,1,1
327630330,Dropbox,180M,$0.00 ,49578,3.5,Productivity,37,5,20,1
328011357,Wa Kingyo - Goldfish Pond,56M,$0.99 ,626,4,Entertainment,38,5,2,1
328205875,Monkey Preschool Lunchbox,229M,$1.99 ,9286,4,Games,38,5,1,1
328415391,Yahoo Fantasy Sports,131M,$0.00 ,190670,3.5,Sports,37,3,45,1
329127297,Gaia GPS Classic,53M,$19.99 ,2429,4.5,Navigation,37,5,16,1
329174056,iLoan Calc (Loan calculator),3M,$3.99 ,0,0,Finance,37,5,3,1
329541503,Geocaching®,108M,$0.00 ,12811,3.5,Navigation,37,0,22,1
329670577,Camera+,89M,$1.99 ,32338,4,Photo & Video,37,0,10,1
329703516,Alter Ego,13M,$4.99 ,262,4,Games,40,5,1,1
329887910,Parking Mania,123M,$0.99 ,9657,4.5,Games,38,0,12,1
329981776,Sudoku⁺,1M,$2.99 ,18332,4.5,Games,37,5,2,1
330376830,Period Tracker Lite,50M,$0.00 ,53620,4,Health & Fitness,38,0,15,1
330803072,Camera Plus: For Macro Photos & Remote Photography,101M,$0.99 ,38533,2.5,Photo & Video,37,4,11,1
331004675,The perfect Egg timer,15M,$0.99 ,40,3.5,Food & Drink,37,4,7,1
331177703,Letter Quiz - alphabet tracing for kids,31M,$1.99 ,472,4,Games,37,5,1,1
331177714,Starbucks,135M,$0.00 ,303856,4.5,Food & Drink,37,0,2,1
331259725,央视影音-海量央视内容高清直播,54M,$0.00 ,2070,2.5,Sports,37,0,1,1
331271904,Bloons TD,8M,$2.99 ,7941,4,Games,47,0,1,1
331308914,Weight Watchers,230M,$0.00 ,136833,3.5,Health & Fitness,37,5,6,1
331786748,"CNN: Breaking US & World News, Live Video",80M,$0.00 ,112886,3.5,News,37,1,1,1
331804452,Gilt,148M,$0.00 ,26353,3.5,Shopping,37,5,2,1
332568551,TRUTH or DARE!!! - FREE,20M,$0.00 ,171055,3,Entertainment,38,1,1,1
333180061,Canabalt,27M,$2.99 ,4540,4,Games,43,5,15,1
333206289,Alipay - Makes Life Easy,208M,$0.00 ,1926,3,Lifestyle,38,5,3,1
333246187,Scanner911 Pro,33M,$3.99 ,14345,4,News,37,0,1,1
333263435,Daily Teachings,20M,$4.99 ,1340,4.5,Lifestyle,38,0,1,1
333710667,Scanner Pro - PDF document scanner app with OCR,101M,$3.99 ,31912,4.5,Business,37,5,9,1
333903271,Twitter,210M,$0.00 ,354058,3.5,News,37,2,33,1
334235181,"Trainline UK: Live Train Times, Tickets & Planner",110M,$0.00 ,248,4,Travel,37,4,1,1
334256223,CBS News - Watch Free Live Breaking News,78M,$0.00 ,11691,3.5,News,37,5,1,1
334264405,iOvilus,9M,$1.99 ,381,3,Entertainment,38,0,1,1
334503000,The Impossible Quiz!,44M,$0.00 ,18884,4,Entertainment,37,0,1,1
334989259,WolframAlpha,30M,$2.99 ,7410,4,Reference,37,5,1,1
335029050,Catan,376M,$1.99 ,15175,4,Games,38,0,6,1
335047649,ScanBizCards Business Card Reader,96M,$0.99 ,3166,4,Business,37,5,5,1
335364882,"Walgreens – Pharmacy, Photo, Coupons and Shopping",169M,$0.00 ,88885,4.5,Shopping,37,5,1,1
335545504,King of Dragon Pass,364M,$9.99 ,882,5,Games,43,5,1,1
335709058,Stylebook,44M,$3.99 ,1729,4,Lifestyle,37,5,3,1
335744614,NBA,112M,$0.00 ,43682,3.5,Sports,37,5,1,1
335862325,Blower,98M,$0.99 ,861,2,Entertainment,40,4,1,1
335875911,My Cycles Period and Ovulation Tracker,77M,$0.00 ,7469,3.5,Health & Fitness,37,0,2,1
335989871,"Kmart – Download Now, Shop Online & Pick Up Today!",94M,$0.00 ,4186,3.5,Shopping,37,0,1,1
336141475,优酷视频,204M,$0.00 ,4885,3.5,Entertainment,38,0,2,1
336347946,DOOM Classic,32M,$4.99 ,3970,4,Games,40,3,5,1
336353151,SoundCloud - Music & Audio,105M,$0.00 ,135744,4,Music,37,4,7,1
336435697,imo video calls and chat,22M,$0.00 ,18841,4,Social Networking,38,2,29,1
336477530,Plane Finder - Flight Tracker,52M,$3.99 ,1438,4,Navigation,37,3,10,1
336599882,"Runtastic Running, Jogging and Walking Tracker",151M,$0.00 ,10298,4.5,Health & Fitness,37,0,15,1
336683524,iFiles,47M,$0.99 ,1842,3.5,Productivity,38,1,1,1
336689375,TeachMe: Kindergarten,59M,$1.99 ,2548,4,Education,37,5,1,1
336834650,Moorhuhn Deluxe - Crazy Chicken,27M,$0.99 ,319,3,Games,38,5,5,1
336860594,Victoria’s Secret – The Sexiest Bras & Lingerie,60M,$0.00 ,34507,3.5,Shopping,37,0,1,1
337021781,MONOPOLY Game,194M,$0.99 ,26482,3.5,Games,37,0,6,1
337056601,n-tv Nachrichten,49M,$0.00 ,273,3,News,37,5,1,1
337288863,Shazam Encore,147M,$2.99 ,8331,4,Music,37,3,15,1
337402021,Harry Potter: Spells,125M,$0.99 ,17023,4,Games,40,0,1,1
337462979,First Words Deluxe,63M,$4.99 ,1101,4,Games,38,5,1,1
337571576,Clay Hunt,15M,$0.99 ,1193,4,Games,40,5,1,1
337710261,Dream Team - be your own fantasy football manager,69M,$0.00 ,35,2.5,Sports,37,3,1,1
337866370,Jet Car Stunts,32M,$1.99 ,4088,4,Games,47,4,1,1
338057689,Call of Duty: Zombies,52M,$4.99 ,63943,4,Games,47,0,1,1
338137227,"Walmart: Free 2-Day Shipping,* Easy Store Shopping",146M,$0.00 ,70286,3,Shopping,37,0,1,1
338761996,AirWatch Agent,24M,$0.00 ,1150,2.5,Business,37,5,19,1
338828953,Shop Savvy Barcode Scanner - Price Compare & Deals,89M,$0.00 ,54630,2.5,Shopping,37,4,1,1
339440515,Voice Changer Plus,40M,$0.00 ,98777,3,Entertainment,37,2,12,1
339462921,CatPaint,73M,$0.99 ,649,4,Photo & Video,37,5,1,1
339532909,Redbox,83M,$0.00 ,60236,3,Entertainment,37,0,1,1
340368403,クックパッド - No.1料理レシピ検索アプリ,76M,$0.00 ,115,3.5,Food & Drink,37,5,1,1
340769953,Trenches,37M,$0.99 ,26732,4,Games,43,0,1,1
340779800,The Christmas List,26M,$1.99 ,2722,4.5,Shopping,37,0,1,1
341036067,Macy's,107M,$0.00 ,11013,3.5,Shopping,37,0,1,1
341232718,Calorie Counter & Diet Tracker by MyFitnessPal,152M,$0.00 ,507706,4.5,Health & Fitness,37,5,19,1
341329033,BlaBlaCar - Trusted Carpooling,112M,$0.00 ,397,4.5,Travel,37,0,16,1
341691394,Refills Calendar - Scheduler - Note,35M,$9.99 ,196,4,Productivity,38,5,2,1
341776037,5-0 Radio Pro Police Scanner (Extra Feeds),49M,$3.99 ,24553,4,News,38,5,26,1
342115564,Hipstamatic,114M,$2.99 ,12557,3.5,Photo & Video,37,5,15,1
342138881,Sing Karaoke Songs Unlimited with StarMaker,91M,$0.00 ,26227,4,Music,37,4,14,1
342548956,TurboScan™ Pro - document & receipt scanner: scan multiple pages and photos to PDF,8M,$4.99 ,28388,5,Business,38,5,9,1
342602105,Positivity with Andrew Johnson,69M,$2.99 ,282,4,Health & Fitness,38,4,1,1
342699962,Rat On A Scooter XL,7M,$0.99 ,19296,4,Games,37,3,1,1
342792525,IMDb Movies & TV - Trailers and Showtimes,88M,$0.00 ,183425,4.5,Entertainment,37,5,10,1
343200656,Angry Birds,175M,$0.00 ,824451,4.5,Games,38,0,10,1
343555245,DB Navigator,84M,$0.00 ,512,3.5,Travel,38,0,2,1
343638336,Video Calls with Santa,27M,$2.99 ,315,3.5,Lifestyle,37,0,31,1
343889987,Voyages-sncf.com : book train and bus tickets,131M,$0.00 ,268,3.5,Travel,37,5,6,1
344065205,The Font Game,5M,$1.99 ,438,4.5,Games,45,0,1,1
344176018,ImmobilienScout24: Real Estate Search in Germany,126M,$0.00 ,187,3.5,Navigation,37,5,3,1
344186162,Grand Theft Auto: Chinatown Wars,878M,$4.99 ,15142,4,Games,38,5,6,1
344542975,Southwest Airlines,88M,$0.00 ,30552,3,Travel,37,0,1,1
345445479,The Sims 3 World Adventures,812M,$2.99 ,9744,3.5,Games,37,4,6,1
345542655,Star Chart,28M,$0.00 ,13482,4.5,Education,38,5,8,1
346184215,TaxCaster – Free tax refund calculator,7M,$0.00 ,17516,3.5,Finance,37,5,1,1
346453382,Glow Hockey 2 FREE,34M,$0.00 ,186653,3.5,Games,43,0,1,1
346513173,"Big Button Box - funny sounds, sound effects buttons, pro fx soundboard, fun games board, scary music, annoying fart noises, jokes, super cool dj effect, cat, dog & animal fx",21M,$0.99 ,10031,4,Entertainment,43,0,1,1
346997126,TV SPIELFILM - TV Programm mit Live TV,97M,$0.00 ,81,3,Entertainment,37,5,1,1
347310316,All-in-1 Logic GameBox,22M,$0.99 ,9854,4,Games,47,0,1,1
347393479,Roadside America,10M,$2.99 ,1093,4,Travel,38,0,1,1
347400507,Pocket Yoga,132M,$2.99 ,4475,4.5,Health & Fitness,37,5,2,1
347411942,Sonic the Hedgehog 2,47M,$2.99 ,9405,4,Games,37,5,1,1
347418999,Simply Being - Guided Meditation for Relaxation and Presence,100M,$1.99 ,2417,4.5,Health & Fitness,38,2,1,1
347803339,CamCard - Business card scanner & reader,174M,$0.99 ,2923,4.5,Business,37,0,7,1
348530331,This American Life,13M,$2.99 ,8657,3.5,Entertainment,38,4,1,1
348543978,Timetracks - Slit-Scan Camera,11M,$0.99 ,70,2,Photo & Video,37,4,5,1
348684697,franceinfo - l'actualité & les élections en direct,155M,$0.00 ,162,4,News,37,5,2,1
349079731,DOUBUTSU URANAI®-Animal Fortune-,38M,$0.99 ,5,4,Lifestyle,40,0,2,1
349276209,Doodle Army,17M,$0.99 ,12354,4,Games,47,0,1,1
349442137,Ameba,96M,$0.00 ,269,3,Social Networking,37,0,1,1
350480010,eBook: War and Peace,8M,$3.99 ,0,0,Book,37,5,1,1
350642635,Plants vs. Zombies,105M,$0.99 ,426463,5,Games,38,0,5,1
350962117,Weibo,199M,$0.00 ,7265,3.5,Social Networking,37,5,2,1
351091731,大众点评-发现品质生活,244M,$0.00 ,844,4,Lifestyle,37,5,2,1
